Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.60.1-192.168.60.3-63057-80-6,192.168.60.1,63057,192.168.60.3,80,6,6/7/2019 21:41,9001602,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333274011,4500801,2121958.154,6001252,3000350,6001252,6001252,0,6001252,6001252,0,0,0,0,0,0,0,0,0,64,32,0.222182674,0.111091337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000350,0,3000350,3000350,6001252,0,6001252,6001252,DDoS
192.168.60.1-192.168.60.3-61834-80-6,192.168.60.1,61834,192.168.60.3,80,6,6/7/2019 21:41,9000119,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333328926,4500059.5,2121965.932,6000516,2999603,6000516,6000516,0,6000516,6000516,0,0,0,0,0,0,0,0,0,64,32,0.222219284,0.111109642,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999603,0,2999603,2999603,6000516,0,6000516,6000516,DDoS
192.168.60.1-192.168.60.3-61166-80-6,192.168.60.3,80,192.168.60.1,61166,6,6/7/2019 21:41,42209147,3,5,0,0,0,0,0,0,0,0,0,0,0,0.189532378,6029878.143,9232728.211,2.42E+07,10,3.62E+07,1.81E+07,8627938.753,2.42E+07,1.20E+07,4.22E+07,1.06E+07,1.03E+07,2.42E+07,12,0,0,0,0,96,160,0.071074642,0.118457736,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,2053,0,0,11.66666667,1.527525232,13,10,1.41E+07,9276484.905,2.42E+07,6000620,DDoS
192.168.60.1-192.168.60.3-62040-80-6,192.168.60.1,62040,192.168.60.3,80,6,6/7/2019 21:41,8999060,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333368152,4499530,2121263.775,5999490,2999570,5999490,5999490,0,5999490,5999490,0,0,0,0,0,0,0,0,0,64,32,0.222245435,0.111122717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999570,0,2999570,2999570,5999490,0,5999490,5999490,DDoS
192.168.60.1-192.168.60.3-62959-80-6,192.168.60.1,62959,192.168.60.3,80,6,6/7/2019 21:41,8999485,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333352408,4499742.5,2122370.397,6000485,2999000,6000485,6000485,0,6000485,6000485,0,0,0,0,0,0,0,0,0,64,32,0.222234939,0.111117469,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999000,0,2999000,2999000,6000485,0,6000485,6000485,DDoS
192.168.60.1-192.168.60.3-63725-80-6,192.168.60.1,63725,192.168.60.3,80,6,6/7/2019 21:41,9000210,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333325556,4500105,2121658.341,6000344,2999866,6000344,6000344,0,6000344,6000344,0,0,0,0,0,0,0,0,0,64,32,0.222217037,0.111108519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999866,0,2999866,2999866,6000344,0,6000344,6000344,DDoS
192.168.60.1-192.168.60.3-63549-80-6,192.168.60.1,63549,192.168.60.3,80,6,6/7/2019 21:41,9000088,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333330074,4500044,2121637.127,6000268,2999820,6000268,6000268,0,6000268,6000268,0,0,0,0,0,0,0,0,0,64,32,0.222220049,0.111110025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999820,0,2999820,2999820,6000268,0,6000268,6000268,DDoS
192.168.60.1-192.168.60.3-64667-80-6,192.168.60.1,64667,192.168.60.3,80,6,6/7/2019 21:41,8999451,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333353668,4499725.5,2121043.865,5999530,2999921,5999530,5999530,0,5999530,5999530,0,0,0,0,0,0,0,0,0,64,32,0.222235779,0.111117889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999921,0,2999921,2999921,5999530,0,5999530,5999530,DDoS
192.168.60.1-192.168.60.3-61342-80-6,192.168.60.3,80,192.168.60.1,61342,6,6/7/2019 21:41,6001447,1,3,0,0,0,0,0,0,0,0,0,0,0,0.666505928,2000482.333,3464890.276,6001393,14,0,0,0,0,0,6001447,3000723.5,4243607.302,6001407,40,0,0,0,0,32,96,0.166626482,0.499879446,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,2053,0,0,40,0,40,40,6001393,0,6001393,6001393,DDoS
192.168.60.1-192.168.60.3-63542-80-6,192.168.60.1,63542,192.168.60.3,80,6,6/7/2019 21:41,9001397,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333281601,4500698.5,2122170.993,6001300,3000097,6001300,6001300,0,6001300,6001300,0,0,0,0,0,0,0,0,0,64,32,0.222187734,0.111093867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000097,0,3000097,3000097,6001300,0,6001300,6001300,DDoS
192.168.60.1-192.168.60.3-61349-80-6,192.168.60.3,80,192.168.60.1,61349,6,6/7/2019 21:41,6001306,1,3,0,0,0,0,0,0,0,0,0,0,0,0.666521587,2000435.333,3464834.85,6001282,12,0,0,0,0,0,6001306,3000653,4243547.198,6001294,12,0,0,0,0,32,96,0.166630397,0.49989119,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,2053,0,0,12,0,12,12,6001282,0,6001282,6001282,DDoS
192.168.60.1-192.168.60.3-64441-80-6,192.168.60.1,64441,192.168.60.3,80,6,6/7/2019 21:41,9001486,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333278305,4500743,2122636.976,6001674,2999812,6001674,6001674,0,6001674,6001674,0,0,0,0,0,0,0,0,0,64,32,0.222185537,0.111092768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999812,0,2999812,2999812,6001674,0,6001674,6001674,DDoS
192.168.60.1-192.168.60.3-63341-80-6,192.168.60.1,63341,192.168.60.3,80,6,6/7/2019 21:41,8999185,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333363521,4499592.5,2121149.931,5999472,2999713,5999472,5999472,0,5999472,5999472,0,0,0,0,0,0,0,0,0,64,32,0.222242348,0.111121174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999713,0,2999713,2999713,5999472,0,5999472,5999472,DDoS
192.168.60.1-192.168.60.3-61859-80-6,192.168.60.1,61859,192.168.60.3,80,6,6/7/2019 21:41,8999092,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333366966,4499546,2121181.751,5999448,2999644,5999448,5999448,0,5999448,5999448,0,0,0,0,0,0,0,0,0,64,32,0.222244644,0.111122322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999644,0,2999644,2999644,5999448,0,5999448,5999448,DDoS
192.168.60.1-192.168.60.3-62266-80-6,192.168.60.1,62266,192.168.60.3,80,6,6/7/2019 21:41,8999818,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333340074,4499909,2121021.944,5999698,3000120,5999698,5999698,0,5999698,5999698,0,0,0,0,0,0,0,0,0,64,32,0.222226716,0.111113358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000120,0,3000120,3000120,5999698,0,5999698,5999698,DDoS
192.168.60.1-192.168.60.3-63851-80-6,192.168.60.1,63851,192.168.60.3,80,6,6/7/2019 21:41,8999050,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333368522,4499525,2121270.846,5999490,2999560,5999490,5999490,0,5999490,5999490,0,0,0,0,0,0,0,0,0,64,32,0.222245681,0.111122841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999560,0,2999560,2999560,5999490,0,5999490,5999490,DDoS
192.168.60.1-192.168.60.3-62241-80-6,192.168.60.1,62241,192.168.60.3,80,6,6/7/2019 21:41,8999976,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333334222,4499988,2121958.154,6000439,2999537,6000439,6000439,0,6000439,6000439,0,0,0,0,0,0,0,0,0,64,32,0.222222815,0.111111407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999537,0,2999537,2999537,6000439,0,6000439,6000439,DDoS
192.168.60.1-192.168.60.3-63366-80-6,192.168.60.1,63366,192.168.60.3,80,6,6/7/2019 21:41,9000518,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333314149,4500259,2122027.45,6000759,2999759,6000759,6000759,0,6000759,6000759,0,0,0,0,0,0,0,0,0,64,32,0.222209433,0.111104716,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999759,0,2999759,2999759,6000759,0,6000759,6000759,DDoS
192.168.60.1-192.168.60.3-64132-80-6,192.168.60.1,64132,192.168.60.3,80,6,6/7/2019 21:41,8999867,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333338259,4499933.5,2122086.14,6000475,2999392,6000475,6000475,0,6000475,6000475,0,0,0,0,0,0,0,0,0,64,32,0.222225506,0.111112753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999392,0,2999392,2999392,6000475,0,6000475,6000475,DDoS
192.168.60.1-192.168.60.3-62873-80-6,192.168.60.1,62873,192.168.60.3,80,6,6/7/2019 21:41,8999686,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333344963,4499843,2121178.922,5999743,2999943,5999743,5999743,0,5999743,5999743,0,0,0,0,0,0,0,0,0,64,32,0.222229976,0.111114988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999943,0,2999943,2999943,5999743,0,5999743,5999743,DDoS
192.168.60.1-192.168.60.3-64534-80-6,192.168.60.1,64534,192.168.60.3,80,6,6/7/2019 21:41,9001706,2,1,0,0,0,0,0,0,0,0,0,0,0,0.33327016,4500853,2122791.126,6001893,2999813,6001893,6001893,0,6001893,6001893,0,0,0,0,0,0,0,0,0,64,32,0.222180107,0.111090053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999813,0,2999813,2999813,6001893,0,6001893,6001893,DDoS
192.168.60.1-192.168.60.3-64850-80-6,192.168.60.1,64850,192.168.60.3,80,6,6/7/2019 21:41,8999908,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333336741,4499954,2122108.061,6000511,2999397,6000511,6000511,0,6000511,6000511,0,0,0,0,0,0,0,0,0,64,32,0.222224494,0.111112247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999397,0,2999397,2999397,6000511,0,6000511,6000511,DDoS
192.168.60.1-192.168.60.3-61845-80-6,192.168.60.1,61845,192.168.60.3,80,6,6/7/2019 21:41,9005495,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333129939,4502747.5,2118191.396,6000535,3004960,6000535,6000535,0,6000535,6000535,0,0,0,0,0,0,0,0,0,64,32,0.222086626,0.111043313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3004960,0,3004960,3004960,6000535,0,6000535,6000535,DDoS
192.168.60.1-192.168.60.3-63754-80-6,192.168.60.1,63754,192.168.60.3,80,6,6/7/2019 21:41,8999790,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333341111,4499895,2121857.745,6000275,2999515,6000275,6000275,0,6000275,6000275,0,0,0,0,0,0,0,0,0,64,32,0.222227408,0.111113704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999515,0,2999515,2999515,6000275,0,6000275,6000275,DDoS
192.168.60.1-192.168.60.3-64681-80-6,192.168.60.1,64681,192.168.60.3,80,6,6/7/2019 21:41,8999469,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333353001,4499734.5,2121353.578,5999758,2999711,5999758,5999758,0,5999758,5999758,0,0,0,0,0,0,0,0,0,64,32,0.222235334,0.111117667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999711,0,2999711,2999711,5999758,0,5999758,5999758,DDoS
192.168.60.1-192.168.60.3-63607-80-6,192.168.60.1,63607,192.168.60.3,80,6,6/7/2019 21:41,9000337,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333320852,4500168.5,2121728.344,6000457,2999880,6000457,6000457,0,6000457,6000457,0,0,0,0,0,0,0,0,0,64,32,0.222213902,0.111106951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999880,0,2999880,2999880,6000457,0,6000457,6000457,DDoS
192.168.60.1-192.168.60.3-63822-80-6,192.168.60.1,63822,192.168.60.3,80,6,6/7/2019 21:41,9001064,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333293931,4500532,2121160.537,6000419,3000645,6000419,6000419,0,6000419,6000419,0,0,0,0,0,0,0,0,0,64,32,0.222195954,0.111097977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000645,0,3000645,3000645,6000419,0,6000419,6000419,DDoS
192.168.60.1-192.168.60.3-61992-80-6,192.168.60.1,61992,192.168.60.3,80,6,6/7/2019 21:41,8999000,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333370374,4499500,2122663.846,6000450,2998550,6000450,6000450,0,6000450,6000450,0,0,0,0,0,0,0,0,0,64,32,0.222246916,0.111123458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2998550,0,2998550,2998550,6000450,0,6000450,6000450,DDoS
192.168.60.1-192.168.60.3-63923-80-6,192.168.60.1,63923,192.168.60.3,80,6,6/7/2019 21:41,9001328,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333284155,4500664,2121553.689,6000829,3000499,6000829,6000829,0,6000829,6000829,0,0,0,0,0,0,0,0,0,64,32,0.222189437,0.111094718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000499,0,3000499,3000499,6000829,0,6000829,6000829,DDoS
192.168.60.1-192.168.60.3-61676-80-6,192.168.60.1,61676,192.168.60.3,80,6,6/7/2019 21:41,9000420,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333317779,4500210,2121700.767,6000479,2999941,6000479,6000479,0,6000479,6000479,0,0,0,0,0,0,0,0,0,64,32,0.222211852,0.111105926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999941,0,2999941,2999941,6000479,0,6000479,6000479,DDoS
192.168.60.1-192.168.60.3-62726-80-6,192.168.60.1,62726,192.168.60.3,80,6,6/7/2019 21:41,9000698,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333307483,4500349,2121487.221,6000467,3000231,6000467,6000467,0,6000467,6000467,0,0,0,0,0,0,0,0,0,64,32,0.222204989,0.111102494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000231,0,3000231,3000231,6000467,0,6000467,6000467,DDoS
192.168.60.1-192.168.60.3-63653-80-6,192.168.60.1,63653,192.168.60.3,80,6,6/7/2019 21:41,8999071,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333367744,4499535.5,2121356.406,5999561,2999510,5999561,5999561,0,5999561,5999561,0,0,0,0,0,0,0,0,0,64,32,0.222245163,0.111122581,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999510,0,2999510,2999510,5999561,0,5999561,5999561,DDoS
192.168.60.1-192.168.60.3-64703-80-6,192.168.60.1,64703,192.168.60.3,80,6,6/7/2019 21:41,8999498,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333351927,4499749,2121488.635,5999868,2999630,5999868,5999868,0,5999868,5999868,0,0,0,0,0,0,0,0,0,64,32,0.222234618,0.111117309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999630,0,2999630,2999630,5999868,0,5999868,5999868,DDoS
192.168.60.1-192.168.60.3-61913-80-6,192.168.60.1,61913,192.168.60.3,80,6,6/7/2019 21:41,9000682,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333308076,4500341,2120395.448,5999687,3000995,5999687,5999687,0,5999687,5999687,0,0,0,0,0,0,0,0,0,64,32,0.222205384,0.111102692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000995,0,3000995,3000995,5999687,0,5999687,5999687,DDoS
192.168.60.1-192.168.60.3-62941-80-6,192.168.60.1,62941,192.168.60.3,80,6,6/7/2019 21:41,9002685,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333233919,4501342.5,2120819.005,6000988,3001697,6000988,6000988,0,6000988,6000988,0,0,0,0,0,0,0,0,0,64,32,0.222155946,0.111077973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3001697,0,3001697,3001697,6000988,0,6000988,6000988,DDoS
192.168.60.1-192.168.60.3-64563-80-6,192.168.60.1,64563,192.168.60.3,80,6,6/7/2019 21:41,9000363,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333319889,4500181.5,2121915.02,6000602,2999761,6000602,6000602,0,6000602,6000602,0,0,0,0,0,0,0,0,0,64,32,0.22221326,0.11110663,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999761,0,2999761,2999761,6000602,0,6000602,6000602,DDoS
192.168.60.1-192.168.60.3-61400-80-6,192.168.60.1,61400,192.168.60.3,80,6,6/7/2019 21:41,9000034,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333332074,4500017,2122110.889,6000576,2999458,6000576,6000576,0,6000576,6000576,0,0,0,0,0,0,0,0,0,64,32,0.222221383,0.111110691,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999458,0,2999458,2999458,6000576,0,6000576,6000576,DDoS
192.168.60.1-192.168.60.3-64782-80-6,192.168.60.1,64782,192.168.60.3,80,6,6/7/2019 21:41,9001566,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333275343,4500783,2121655.512,6001020,3000546,6001020,6001020,0,6001020,6001020,0,0,0,0,0,0,0,0,0,64,32,0.222183562,0.111091781,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000546,0,3000546,3000546,6001020,0,6001020,6001020,DDoS
192.168.60.1-192.168.60.3-63535-80-6,192.168.60.1,63535,192.168.60.3,80,6,6/7/2019 21:41,8999931,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333335889,4499965.5,2122050.785,6000482,2999449,6000482,6000482,0,6000482,6000482,0,0,0,0,0,0,0,0,0,64,32,0.222223926,0.111111963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999449,0,2999449,2999449,6000482,0,6000482,6000482,DDoS
192.168.60.1-192.168.60.3-64635-80-6,192.168.60.1,64635,192.168.60.3,80,6,6/7/2019 21:41,8999327,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333358261,4499663.5,2121369.134,5999698,2999629,5999698,5999698,0,5999698,5999698,0,0,0,0,0,0,0,0,0,64,32,0.222238841,0.11111942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999629,0,2999629,2999629,5999698,0,5999698,5999698,DDoS
192.168.60.1-192.168.60.3-64416-80-6,192.168.60.1,64416,192.168.60.3,80,6,6/7/2019 21:41,8999044,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333368745,4499522,2121449.037,5999613,2999431,5999613,5999613,0,5999613,5999613,0,0,0,0,0,0,0,0,0,64,32,0.22224583,0.111122915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999431,0,2999431,2999431,5999613,0,5999613,5999613,DDoS
192.168.60.1-192.168.60.3-63682-80-6,192.168.60.1,63682,192.168.60.3,80,6,6/7/2019 21:41,8998828,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333376746,4499414,2121467.422,5999518,2999310,5999518,5999518,0,5999518,5999518,0,0,0,0,0,0,0,0,0,64,32,0.222251164,0.111125582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999310,0,2999310,2999310,5999518,0,5999518,5999518,DDoS
192.168.60.1-192.168.60.3-64631-80-6,192.168.60.1,64631,192.168.60.3,80,6,6/7/2019 21:41,8999190,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333363336,4499595,2121617.328,5999805,2999385,5999805,5999805,0,5999805,5999805,0,0,0,0,0,0,0,0,0,64,32,0.222242224,0.111121112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999385,0,2999385,2999385,5999805,0,5999805,5999805,DDoS
192.168.60.1-192.168.60.3-64099-80-6,192.168.60.1,64099,192.168.60.3,80,6,6/7/2019 21:41,8999602,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333348075,4499801,2122455.957,6000604,2998998,6000604,6000604,0,6000604,6000604,0,0,0,0,0,0,0,0,0,64,32,0.22223205,0.111116025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2998998,0,2998998,2998998,6000604,0,6000604,6000604,DDoS
192.168.60.1-192.168.60.3-64462-80-6,192.168.60.1,64462,192.168.60.3,80,6,6/7/2019 21:41,9863935,3,4,0,0,0,0,0,0,0,0,0,0,0,0.709655933,1643989.167,2634951.989,6000805,23,9863698,4931849,1511798.541,6000852,3862846,9863888,3287962.667,3041356.488,6000828,178,0,0,0,0,84,128,0.304138257,0.405517676,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,-1,5840,0,0,3863083,0,3863083,3863083,6000805,0,6000805,6000805,DDoS
192.168.60.1-192.168.60.3-62945-80-6,192.168.60.1,62945,192.168.60.3,80,6,6/7/2019 21:41,8999594,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333348371,4499797,2121284.988,5999772,2999822,5999772,5999772,0,5999772,5999772,0,0,0,0,0,0,0,0,0,64,32,0.222232247,0.111116124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999822,0,2999822,2999822,5999772,0,5999772,5999772,DDoS
192.168.60.1-192.168.60.3-62485-80-6,192.168.60.1,62485,192.168.60.3,80,6,6/7/2019 21:41,9000190,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333326296,4500095,2121545.204,6000254,2999936,6000254,6000254,0,6000254,6000254,0,0,0,0,0,0,0,0,0,64,32,0.222217531,0.111108765,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999936,0,2999936,2999936,6000254,0,6000254,6000254,DDoS
192.168.60.1-192.168.60.3-63973-80-6,192.168.60.1,63973,192.168.60.3,80,6,6/7/2019 21:41,9000828,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333302669,4500414,2121591.873,6000606,3000222,6000606,6000606,0,6000606,6000606,0,0,0,0,0,0,0,0,0,64,32,0.22220178,0.11110089,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000222,0,3000222,3000222,6000606,0,6000606,6000606,DDoS
192.168.60.1-192.168.60.3-63704-80-6,192.168.60.1,63704,192.168.60.3,80,6,6/7/2019 21:41,9004762,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333157056,4502381,2125492.274,6005331,2999431,6005331,6005331,0,6005331,6005331,0,0,0,0,0,0,0,0,0,64,32,0.222104704,0.111052352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999431,0,2999431,2999431,6005331,0,6005331,6005331,DDoS
192.168.60.1-192.168.60.3-63872-80-6,192.168.60.1,63872,192.168.60.3,80,6,6/7/2019 21:41,9000540,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333313335,4500270,2121584.801,6000457,3000083,6000457,6000457,0,6000457,6000457,0,0,0,0,0,0,0,0,0,64,32,0.22220889,0.111104445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000083,0,3000083,3000083,6000457,0,6000457,6000457,DDoS
